Mod:Item:MetaData, Localized Name
flammpfeil.slashblade:proudsoul:4, 利刀「铁」露台 soul
flammpfeil.slashblade:proudsoul:4, 狐月刀「白狐」 soul
flammpfeil.slashblade:slashblade, 大太刀「」
flammpfeil.slashblade:slashbladewood, 无铭刀「木偶」
flammpfeil.slashblade:slashbladebamboolight, 无铭刀「竹光」
flammpfeil.slashblade:slashbladesilverbamboolight, 名刀「银纸竹光」
flammpfeil.slashblade:slashbladewhite, 利刀「白鞘」
flammpfeil.slashblade:slashbladewrapper, 鞘
flammpfeil.slashblade:slashbladenamed, 无铭「无名」
forge:bucketfilled, %s桶
itemfilters:filter, 物品过滤器
itemfilters:missing, 缺少物品
ftbquests:screen, 任务显示器
ftbquests:progress_detector, 任务进度检测器
ftbquests:detector:0, 红石检测器
ftbquests:detector:1, 玩家检测器
ftbquests:progress_screen, 进度显示器
ftbquests:chest, 任务箱子
ftbquests:loot_crate_storage, 奖励箱存储器
ftbquests:loot_crate_opener, 奖励箱开箱器
ftbquests:barrier, 任务屏障
ftbquests:reward_collector, Reward Collector
ftbquests:book, 任务书
ftbquests:lootcrate, 奖励箱
ftbquests:custom_icon, 自定义图标
srparasites:parasiterubble_slabhalf:0, 硬实骨块台阶
srparasites:infestedstain, 寄染泥土
srparasites:infestremain, 寄染残渣
srparasites:infestedtrunk, 寄染原木
srparasites:infestedrubble, 寄染石头
srparasites:infestedbush:0, 寄染棘脉
srparasites:infestedbush:1, 寄染枝桠
srparasites:infestedbush:2, 寄染脉芽
srparasites:infestedbush:3, 寄染灌木
srparasites:infestedbush:4, 寄染脉圈
srparasites:infestedbush:5, 寄染脉根
srparasites:bloodyice, 血色冰
srparasites:biomeheart, 寄巢核心
srparasites:colonyheart, 聚生地核心
srparasites:colonyoutpost, 聚生地前哨站
srparasites:biomepurifier, §b生物群系净化器
srparasites:parasitebush:0, 微管草网
srparasites:parasitebush:1, 神经蜷枝
srparasites:parasitebush:2, 寄生囊泡
srparasites:parasitebush:3, 终端眼球
srparasites:parasitebush:4, 小块门牙
srparasites:parasitecanister:0, §a树囊
srparasites:parasitecanister:1, 空虚囊包
srparasites:parasitecanister:2, 怪异肿囊
srparasites:parasitecanister:3, 血肉囊块
srparasites:parasitetrunk:0, 瘢痕木原木
srparasites:parasitetrunk:1, 脉木原木
srparasites:parasitetrunk:2, 暗木原木
srparasites:parasitestain:0, 寄巢软泥
srparasites:parasitestain:1, 内脏烂泥
srparasites:parasitestain:2, 肉块
srparasites:parasitestain:3, 交汇动脉管
srparasites:parasiterubble:0, 凝缩肉块
srparasites:parasiterubble:1, 硬实骨块
srparasites:parasiterubble:2, 寄巢石头
srparasites:parasiterubble:3, 破碎的寄巢石头
srparasites:parasiterubble:4, 寄腐木头
srparasites:parasiterubble:5, 寄巢石砖
srparasites:parasiterubble:6, 寄巢矿物块
srparasites:parasiterubble:7, 血纹黑曜石
srparasites:parasiterubble:8, 被同化的菌体
srparasites:parasitestructure, 未成形的聚生地结构
srparasites:parasitethin, 纤细寄生原木
srparasites:parasitesapling:0, 脉木树苗
srparasites:parasitesapling:1, 诡眼树苗
srparasites:parasitesapling:2, 暗木树苗
srparasites:parasitemouth, 深嘴
srparasites:parasiterubbledense:0, 压缩寄巢石头
srparasites:parasiterubbledense:1, 硬化寄巢石头
srparasites:parasiterubbledense:2, 压缩聚生地石头
srparasites:parasiterubble_bonestairs, 硬实骨块楼梯
srparasites:parasitestain_fleshstairs, 肉块楼梯
srparasites:parasiterubble_slabdouble, 硬实骨块
srparasites:parasitetendril, 寄生卷须
srparasites:parasitefog, 雾
srparasites:srpweb:0, §8纤细网膜
srparasites:srpweb:1, §a染毒网膜
srparasites:srpweb:2, §8玷污网膜
srparasites:evolutionlure:0, 诱饵（§4孱弱§f）
srparasites:evolutionlure:1, 诱饵（§c微小§f）
srparasites:evolutionlure:2, 诱饵（§6纤薄§f）
srparasites:evolutionlure:3, 诱饵（§e稳定§f）
srparasites:evolutionlure:4, 诱饵（§2足量§f）
srparasites:evolutionlure:5, 诱饵（§a压缩§f）
srparasites:evolutionlure:6, 诱饵（§b压缩 +§f）
srparasites:evolutionlure:7, 诱饵（§d压缩 ++§f）
srparasites:evolutionlure:8, tile.srparasites.evolutionlure_nine.name
srparasites:evolutionlure:9, tile.srparasites.evolutionlure_ten.name
srparasites:tunnel, 隧道
srparasites:gore:0, 小型同化种遗骸
srparasites:gore:1, 大型同化种遗骸
srparasites:gore:2, 小型原始种遗骸
srparasites:gore:3, 大型原始种遗骸
srparasites:gore:4, 小型适应种遗骸
srparasites:gore:5, 大型适应种遗骸
srparasites:gore:6, 小型纯粹种遗骸
srparasites:gore:7, 大型纯粹种遗骸
srparasites:gore:8, 中型同化种遗骸
srparasites:gore:9, 中型原始种遗骸
srparasites:gore:10, 中型适应种遗骸
srparasites:gore:11, 中型纯粹种遗骸
srparasites:canisteractive, 纳物囊包
srparasites:dispatchern, §c调度柱胞窝
srparasites:infestedore:0, 寄染煤矿石
srparasites:infestedore:1, 寄染钻石矿石
srparasites:infestedore:2, 寄染绿宝石矿石
srparasites:infestedore:3, 寄染金矿石
srparasites:infestedore:4, 寄染铁矿石
srparasites:infestedore:5, 寄染青金石矿石
srparasites:infestedore:6, 寄染红石矿石
srparasites:infestedore:7, 寄染矿石
srparasites:ada_summoner_drop, §b召唤兽核心
srparasites:ada_yelloweye_drop, §b黄眸兽的骨头
srparasites:ada_manducater_drop, §b咀骨兽的核心
srparasites:ada_reeker_drop, §b毒腥兽的牙齿
srparasites:ada_longarms_drop, §b长臂兽盔甲碎片
srparasites:ada_bolster_drop, §b协增兽的甲壳
srparasites:ada_arachnida_drop, §b蛛形兽的利爪
srparasites:ada_devourer_drop, §b吞噬兽的触须
srparasites:assimilated_flesh, 被感染的肉
srparasites:beckon_drop, §a召唤柱的肉膜
srparasites:dispatcher_drop, §c调度柱的肉膜
srparasites:itemtab, §d无
srparasites:itemassimilate, 同化之杖
srparasites:itemevolve, 进化之杖
srparasites:itemdevolve, 退化之杖
srparasites:itemvariant, 变种之杖
srparasites:itemthrow, §6净污熔胶
srparasites:evclock, §c染血的钟
srparasites:nodecompass, §c节点指南针
srparasites:dried_tendons, §e干燥肌腱
srparasites:hardened_bone_handle, §e硬化骨手柄
srparasites:infectious_blade_fragment, §e受感染的剑刃碎片
srparasites:living_core, §e活体核心
srparasites:vile_shell, §e憎恶壳甲
srparasites:bone, §e奇怪的骨头
srparasites:lurecomponent1, §b裂兽内脏
srparasites:lurecomponent2, §b染疾心脏
srparasites:lurecomponent3, §b被切下的筋腱
srparasites:lurecomponent4, §b有毒肺脏
srparasites:lurecomponent5, §b带毒大脑
srparasites:lurecomponent6, §b本源碎块
srparasites:itemmobspawner_dorpa, 被同化的大蜘蛛刷怪蛋
srparasites:itemmobspawner_infsquid, 被同化的鱿鱼刷怪蛋
srparasites:itemmobspawner_infbear, 被同化的熊刷怪蛋
srparasites:itemmobspawner_infhuman, 被同化的人类刷怪蛋
srparasites:itemmobspawner_infhumanhead, 被同化的人类行走头颅刷怪蛋
srparasites:itemmobspawner_infenderman, 被同化的末影人刷怪蛋 
srparasites:itemmobspawner_infendermanhead, 被同化的末影人行走头颅刷怪蛋
srparasites:itemmobspawner_infcow, 被同化的牛刷怪蛋
srparasites:itemmobspawner_infcowhead, 被同化的牛行走头颅刷怪蛋
srparasites:itemmobspawner_infsheep, 被同化的羊刷怪蛋
srparasites:itemmobspawner_infsheephead, 被同化的羊行走头颅刷怪蛋
srparasites:itemmobspawner_infwolf, 被同化的狼刷怪蛋
srparasites:itemmobspawner_infwolfhead, 被同化的狼行走头颅刷怪蛋
srparasites:itemmobspawner_infpig, 被同化的猪刷怪蛋
srparasites:itemmobspawner_infpighead, 被同化的猪行走头颅刷怪蛋
srparasites:itemmobspawner_infvillager, 被同化的村民刷怪蛋
srparasites:itemmobspawner_infvillagerhead, 被同化的村民行走头颅刷怪蛋
srparasites:itemmobspawner_inhoos, 小块未成形寄生体刷怪蛋
srparasites:itemmobspawner_inhoom, 中块未成形寄生体刷怪蛋
srparasites:itemmobspawner_infhorse, 被同化的马刷怪蛋
srparasites:itemmobspawner_infhorsehead, 被同化的马行走头颅刷怪蛋
srparasites:itemmobspawner_infplayer, 被同化的冒险者刷怪蛋
srparasites:itemmobspawner_infplayerhead, 被同化的冒险者行走头颅刷怪蛋
srparasites:itemmobspawner_infdragone, 被同化的末影龙刷怪蛋
srparasites:itemmobspawner_infdragonehead, 被同化的末影龙行走头颅刷怪蛋
srparasites:itemmobspawner_ferbear, 狂化熊刷怪蛋
srparasites:itemmobspawner_ferhuman, 狂化人类刷怪蛋
srparasites:itemmobspawner_fercow, 狂化牛刷怪蛋
srparasites:itemmobspawner_ferenderman, 狂化末影人刷怪蛋
srparasites:itemmobspawner_ferhorse, 狂化马刷怪蛋
srparasites:itemmobspawner_ferpig, 狂化猪刷怪蛋
srparasites:itemmobspawner_fersheep, 狂化羊刷怪蛋
srparasites:itemmobspawner_fervillager, 狂化村民刷怪蛋
srparasites:itemmobspawner_ferwolf, 狂化狼刷怪蛋
srparasites:itemmobspawner_higolem, 被操纵的铁傀儡刷怪蛋
srparasites:itemmobspawner_hiblaze, 被操纵的烈焰人刷怪蛋
srparasites:itemmobspawner_hiskeleton, 被操纵的骷髅刷怪蛋
srparasites:itemmobspawner_host, 缠骨柱刷怪蛋
srparasites:itemmobspawner_hostii, 缠骷柱刷怪蛋
srparasites:itemmobspawner_heed, 警戒兽刷怪蛋
srparasites:itemmobspawner_cruxa, 烬余兽刷怪蛋
srparasites:itemmobspawner_mes, 寄生奴仆刷怪蛋
srparasites:itemmobspawner_lesh, 活体肉块刷怪蛋
srparasites:itemmobspawner_shyco, 原始长臂兽刷怪蛋
srparasites:itemmobspawner_canra, 原始召唤兽刷怪蛋
srparasites:itemmobspawner_nogla, 原始毒腥兽刷怪蛋
srparasites:itemmobspawner_hull, 原始咀骨兽刷怪蛋
srparasites:itemmobspawner_emana, 原始黄眸兽刷怪蛋
srparasites:itemmobspawner_bano, 原始协增兽刷怪蛋
srparasites:itemmobspawner_wymo, 原始潜地兽刷怪蛋 
srparasites:itemmobspawner_iki, 原始蚊母兽刷怪蛋
srparasites:itemmobspawner_ranrac, 原始蛛形兽刷怪蛋
srparasites:itemmobspawner_lum, 原始吞噬兽刷怪蛋
srparasites:itemmobspawner_shycoadapted, 适应长臂兽刷怪蛋
srparasites:itemmobspawner_canraadapted, 适应召唤兽刷怪蛋
srparasites:itemmobspawner_noglaadapted, 适应毒腥兽刷怪蛋
srparasites:itemmobspawner_hulladapted, 适应咀骨兽刷怪蛋
srparasites:itemmobspawner_emanaadapted, 适应黄眸兽刷怪蛋
srparasites:itemmobspawner_banoadapted, 适应协增兽刷怪蛋
srparasites:itemmobspawner_ranracadapted, 适应蛛形兽刷怪蛋
srparasites:itemmobspawner_lodo, 虫灵刷怪蛋
srparasites:itemmobspawner_mudo, 裂兽刷怪蛋
srparasites:itemmobspawner_nuuh, 凶裂兽刷怪蛋
srparasites:itemmobspawner_ata, 狂疫蚊刷怪蛋
srparasites:itemmobspawner_rathol, 重型母体刷怪蛋
srparasites:itemmobspawner_gothol, 轻型母体刷怪蛋
srparasites:itemmobspawner_buthol, 飞行母体刷怪蛋
srparasites:itemmobspawner_anged, 巡兽刷怪蛋
srparasites:itemmobspawner_venkrol, I 阶召唤柱刷怪蛋
srparasites:itemmobspawner_venkrolsii, II 阶召唤柱刷怪蛋
srparasites:itemmobspawner_venkrolsiii, III 阶召唤柱刷怪蛋
srparasites:itemmobspawner_venkrolsiv, IV 阶召唤柱刷怪蛋
srparasites:itemmobspawner_tonro, 曲击柱刷怪蛋
srparasites:itemmobspawner_unvo, 哨戒爪刷怪蛋 
srparasites:itemmobspawner_nak, 缠缚触手刷怪蛋
srparasites:itemmobspawner_dod, I 阶调度柱刷怪蛋
srparasites:itemmobspawner_dodsii, II 阶调度柱刷怪蛋
srparasites:itemmobspawner_dodsiii, III 阶调度柱刷怪蛋
srparasites:itemmobspawner_dodsiv, IV 阶调度柱刷怪蛋
srparasites:itemmobspawner_alafha, 监察兽刷怪蛋
srparasites:itemmobspawner_ganro, 看守兽刷怪蛋
srparasites:itemmobspawner_omboo, 轻型轰炸兽刷怪蛋
srparasites:itemmobspawner_esor, 掠夺兽刷怪蛋
srparasites:itemmobspawner_orch, 统御兽刷怪蛋 
srparasites:itemmobspawner_flog, 步行兽刷怪蛋
srparasites:itemmobspawner_jinjo, 重型轰炸兽刷怪蛋
srparasites:itemmobspawner_pheon, 逐猎兽刷怪蛋
srparasites:itemmobspawner_vesta, 聚生载体刷怪蛋
srparasites:itemmobspawner_lencia, 怖怪体刷怪蛋
srparasites:itemmobspawner_elvia, 幽鬼体刷怪蛋
srparasites:itemmobspawner_oronco, 远古惧魔刷怪蛋
srparasites:itemmobspawner_terla, 远古君魔刷怪蛋
srparasites:itemmobspawner_pod, 空投吊舱刷怪蛋
srparasites:weapon_scythe, §e活体镰刀
srparasites:weapon_scythe_sentient, §6觉知巨镰
srparasites:weapon_axe, §e活体斧
srparasites:weapon_axe_sentient, §6觉知巨斧
srparasites:weapon_sword, §e活体剑
srparasites:weapon_sword_sentient, §6觉知巨剑
srparasites:weapon_cleaver, §e活体劈刀
srparasites:weapon_cleaver_sentient, §6觉知巨劈刀
srparasites:weapon_bow, §e活体弓
srparasites:weapon_bow_sentient, §6觉知巨弓
srparasites:weapon_maul, §e活体锤
srparasites:weapon_maul_sentient, §6觉知巨锤
srparasites:weapon_lance, §e活体矛
srparasites:weapon_lance_sentient, §6觉知长矛
srparasites:armor_helm, §e活体头盔
srparasites:armor_chest, §e活体胸甲
srparasites:armor_pants, §e活体护腿
srparasites:armor_boots, §e活体靴子
srparasites:armor_helm_sentient, §6觉知头盔
srparasites:armor_chest_sentient, §6觉知胸甲
srparasites:armor_pants_sentient, §6觉知护腿
srparasites:armor_boots_sentient, §6觉知靴子
spartanshields:shield_basic_wood, 粗砺木盾牌
spartanshields:shield_basic_stone, 石头镶框盾牌
spartanshields:shield_basic_iron, 铁镶板盾牌
spartanshields:shield_basic_gold, 金镀层盾牌
spartanshields:shield_basic_diamond, 钻石强化盾牌
spartanshields:shield_basic_obsidian, 重型黑曜石盾牌
spartanshields:shield_tower_wood, 木塔式盾牌
spartanshields:shield_tower_stone, 石头塔式盾牌
spartanshields:shield_tower_iron, 铁塔式盾牌
spartanshields:shield_tower_gold, 金塔式盾牌
spartanshields:shield_tower_diamond, 钻石塔式盾牌
spartanshields:shield_tower_obsidian, 黑曜石塔式盾牌
spartanshields:shield_basic_bronze, 青铜镶板盾牌
spartanshields:shield_tower_bronze, 青铜塔式盾牌
spartanshields:shield_basic_steel, 钢镶板盾牌
spartanshields:shield_tower_steel, 钢塔式盾牌
spartanshields:shield_basic_copper, 铜镶框盾牌
spartanshields:shield_tower_copper, 铜塔式盾牌
spartanshields:shield_basic_tin, 锡镶框盾牌
spartanshields:shield_tower_tin, 锡塔式盾牌
spartanshields:shield_basic_silver, 银镀层盾牌
spartanshields:shield_tower_silver, 银塔式盾牌
spartanshields:shield_basic_enderium, 末影增强盾牌
spartanshields:shield_basic_invar, 殷钢镶板盾牌
spartanshields:shield_tower_invar, 殷钢塔式盾牌
spartanshields:shield_basic_platinum, 铂镶板盾牌
spartanshields:shield_tower_platinum, 铂塔式盾牌
spartanshields:shield_basic_electrum, 琥珀金镶板盾牌
spartanshields:shield_tower_electrum, 琥珀金塔式盾牌
spartanshields:shield_basic_nickel, 镍镶框盾牌
spartanshields:shield_tower_nickel, 镍塔式盾牌
spartanshields:shield_basic_lead, 铅镶板盾牌
spartanshields:shield_tower_lead, 铅塔式盾牌
spartanshields:shield_basic_signalum, 信素增强盾牌
spartanshields:shield_basic_lumium, 辐射流明盾牌
spartanshields:shield_botania_manasteel, 魔力钢镶板盾牌
spartanshields:shield_botania_terrasteel, 泰拉钢增强盾牌
spartanshields:shield_botania_elementium, 源质钢镶板盾牌
spartanshields:shield_basic_constantan, 康铜镶板盾牌
spartanshields:shield_tower_constantan, 康铜塔式盾牌
spartanshields:shield_abyssalcraft_darkstone, 黑暗石镶框盾牌
spartanshields:shield_abyssalcraft_abyssalnite, 深渊镶板盾牌
spartanshields:shield_abyssalcraft_coralium, 珊瑚镶板盾牌
spartanshields:shield_abyssalcraft_dreadium, 恐惧强化盾牌
spartanshields:shield_abyssalcraft_ethaxium, 伊桑斯增强盾牌
spartanshields:shield_basic_soulforged_steel, 熔魂钢镶板盾牌
spartanshields:shield_tc_thaumium, 神秘镶板盾牌
spartanshields:shield_tc_void, 虚空镶板盾牌
spartanshields:shield_riot_enderio, 玄钢防暴盾牌
spartanshields:shield_riot_rftools, 充能防爆盾牌
spartanshields:shield_flux_ra, 红石充能盾牌
srpextra:itemmobspawner_hijackedcreeper, 被操纵的苦力怕刷怪蛋
srpextra:itemmobspawner_hijackedcreeper_head, 被操纵的苦力怕头颅刷怪蛋
srpextra:itemmobspawner_hijackedskeleton, 被操纵的骷髅刷怪蛋
srpextra:itemmobspawner_hijackedskeleton_stray, 被操纵的流浪者刷怪蛋
srpextra:itemmobspawner_hijackedskeleton_head, 被操纵的骷髅头颅刷怪蛋
srpextra:itemmobspawner_stalker, 寻踪者刷怪蛋
srpextra:itemmobspawner_assimilatedwitch, 被同化的女巫刷怪蛋
srpextra:itemmobspawner_assimilatedwitch_head, 被同化的女巫头颅刷怪蛋
srpextra:itemremains_check, 遗骸分析器
srpextra:itemremains_spawn, 遗骸复活器
srpextra:itemremains_canister, 遗骸存储罐
srpmeteor:meteor_locator, Meteor Locator
srpmeteor:meteorite, §c陨石残骸
srpmeteor:meteorite_core, §cMeteorite Core
coroutil:repairing_block, 修复方块
coroutil:item_repairing_gel, 修复凝胶
dynamictrees:dendropotion:0, 木炭溶液
dynamictrees:dendropotion:1, 枯竭药水
dynamictrees:dendropotion:2, Potion of Gigas
dynamictrees:dendropotion:3, 生长药水
dynamictrees:dendropotion:6, 转生药水
dynamictrees:dirtbucket, 泥桶
dynamictrees:staff, 森林之杖
dynamictrees:appleseed, 苹果仁
dynamictrees:oakbranch, 有活力的橡木
dynamictrees:oakbranchx, tile.dynamictrees:oakbranchx.name
dynamictrees:oakseed, 橡子
dynamictrees:sprucebranch, 有活力的云杉木
dynamictrees:sprucebranchx, tile.dynamictrees:sprucebranchx.name
dynamictrees:spruceseed, 云杉球果
dynamictrees:birchbranch, 有活力的白桦木
dynamictrees:birchseed, 白桦絮
dynamictrees:junglebranch, 有活力的丛林木
dynamictrees:junglebranchx, tile.dynamictrees:junglebranchx.name
dynamictrees:jungleseed, 丛林木荚
dynamictrees:acaciabranch, 有活力的金合欢木
dynamictrees:acaciaseed, 金合欢种子
dynamictrees:darkoakbranch, 有活力的深色橡木
dynamictrees:darkoakbranchx, tile.dynamictrees:darkoakbranchx.name
dynamictrees:darkoakseed, 深色橡子
dynamictrees:cactusbranch, 有活力的仙人掌
dynamictrees:cactusseed, 仙人掌种子
lootr:lootr_chest, 战利品箱子
lootr:lootr_trapped_chest, 战利品箱子
lootr:lootr_shulker, 战利品潜影贝
lootr:trophy, 百次奖杯
spartanweaponry:material:0, 手柄
spartanweaponry:material:1, 长杆
spartanweaponry:material:2, 炸药
spartanweaponry:dagger_wood, item.spartanweaponry:dagger_wood.name
spartanweaponry:dagger_stone, item.spartanweaponry:dagger_stone.name
spartanweaponry:dagger_iron, item.spartanweaponry:dagger_iron.name
spartanweaponry:dagger_gold, item.spartanweaponry:dagger_gold.name
spartanweaponry:dagger_diamond, item.spartanweaponry:dagger_diamond.name
spartanweaponry:parrying_dagger_wood, item.spartanweaponry:parrying_dagger_wood.name
spartanweaponry:parrying_dagger_stone, item.spartanweaponry:parrying_dagger_stone.name
spartanweaponry:parrying_dagger_iron, item.spartanweaponry:parrying_dagger_iron.name
spartanweaponry:parrying_dagger_gold, item.spartanweaponry:parrying_dagger_gold.name
spartanweaponry:parrying_dagger_diamond, item.spartanweaponry:parrying_dagger_diamond.name
spartanweaponry:longsword_wood, item.spartanweaponry:longsword_wood.name
spartanweaponry:longsword_stone, item.spartanweaponry:longsword_stone.name
